,Priority,Summary,time
18535,0,always anonymous authentication spring security webflux,0
18536,2,@requestattribute mono<?> is not allowed for attributes that are of type mono,0
18537,1,"when using namedparameterjdbctemplate, nvarchar or nclob( characters or less) columns are not properly populated since statementcreatorutils does setstring for these types instead of setnstring.",0
18538,1,wildcard jpa packages are not scanned,0
18539,0,"identical approach to implement ""getsqlmapclienttemplate().execute(new sqlmapclientcallback()"" in mybatis",0
18540,2,early applicationcontext close call may lead to applicationeventmulticaster/lifecycleprocessor access exception,0
18541,2,the flux created from bodytoflux does not work with counting after groupby,0
18542,0,hateoas appending optional parameters to the return link,0
18543,2,classpathresource.createrelative is using wrong classpathresource constructor for the returned resource,0
18544,2,abstractdispatcherhandlerinitializer does not detect webfilter beans,0
18545,2,mockhttpservletrequest with host: set builds wrong getrequesturl(),0
18546,2,interceptinghttpaccessor.setinterceptors should support immutable lists,0
18547,2,main menu,0
18548,2,"abstractrequestexpectationmanager fails with ""expectations already declared"" when responsecreator.createresponse throws an exception",0
18549,2,multipart form data can no longer be sent with syncbody in webtestclient,0
18550,2,disable cors credentials by default,1
18551,2,abstractmessagesource does not support null as default message anymore,0
18552,2,cookies are not available from an exchangeresult,0
18553,2,spelexpression throws nullpointerexception instead of evaluationexception for primitives,0
18554,2,spel method invocation with varargs on proxy,0
18555,2,kotlinreflectionparameternamediscoverer does not handle instance-extension methods properly,1
18556,1,pathmatchingresourcepatternresolver returns duplicate resources when using classpath* prefix,0
18557,2,basicauth interceptor does not accept empty username,0
18558,1,javax.activation not available in jdk,0
18559,2,spring context indexer requires undocumented dependency,1
18560,1,defaultresponseerrorhandler.haserror doesn't tolerate unknown status codes,0
18561,2,@restcontroller doesn't supports class which implements interface,0
18562,1,incorrectly identify bridged method on interface,0
18563,2,websphereuowtransactionmanager swallows original exception when commit fails for another reason,0
18564,2,fix reactive jsonview httpentity handling,1
18565,1,delegatingfilterproxy not found webapplicationcontext when start context with abstractannotationconfigdispatcherhandlerinitializer,0
18566,2,contentdisposition class cannot parse quoted filename with ;,0
18567,2,using abstractannotationconfigdispatcherhandlerinitializer to run spring webflux application as a war doesn't work,1
18568,1,@modelattribute binding defined globally for particular attribute rather than per method invocation,0
18569,2,checkbox/radiobutton incorrectly converts collections of enums with a custom converter,0
18570,0,beanfactoryreference classnotfound on version . .,0
18571,1,setarguments(null) on methodinvoker no longer coerces null to object[ ],0
18572,2,returning non-standard http status code causes exceptions on webflux,0
18573,1,requestmapping method returning future with null result causes nullpointerexception,0
18574,1,streamingresponsebody returns unexpected output on tomcat,1
18575,0,"databufferutils.read(readablebytechannel,...) may corrupt data when used with nettydatabuffers",0
18576,1,empty nettybytebuffer.asbytebuffer() returns bytebuffer with zero capacity,0
18577,1,beandefinitionvalidationexception when beans are null (nullbean) and initmethod is set,0
18578,1,formhttpmessageconverter doesn't support utf- filename,2
18579,2,webclient.mutate() impacts future .mutate() invocations,0
18580,1,webasyncmanager concurrency issue with sseemitter when client disconnect,1
18581,2,spring hateoas prevents from disabling 'allowbeandefinitionoverriding',0
18582,1,webclient failed to write application/x-www-form-urlencoded,0
18583,2,webflux controller successfully completes response if flux emits error,1
18584,1,@async with aspect mode not working,1
18585,1,abstractmessagesource does not properly interact with delegatingmessagesource parent,0
18586,2,stringhttpmessageconverter flush out response immediately before execute posthandler,1
18587,1,sort beandefinitionregistrypostprocessors added by other beandefinitionregistrypostprocessors,0
18588,2,possible issue with hashcode() in bytearrayresource,0
18589,2,standardmultiparthttpservletrequest.standardmultipartfile not serializable,0
18590,2,can't access native headers in stomp connected event,0
18591,0,command object does not work anymore,0
18592,1,openjpavendoradapter missing from spring-orm,0
18593,1,castclass exception when wiring map of beans (nullbean instead of 'null' in the map),0
18594,2,spring el does not allow '\ ' characters,0
18595,2,stomp headers are not propagated,0
18596,2,"cookiewebsessionidresolver should set path to the context path ""/""",1
18597,2,servletwrappingcontroller.afterpropertiesset always instantiates a new servlet,0
18598,2,webclient throws classcastexception for bodytomono(parameterizedtypereference),0
18599,2,avoid implicit autowiring with kotlin secondary constructors,1
18600,1,javassit linkage error with spring-aop while deploying on websphere java,0
18601,2,fix behavior of clientresponse bodytomono and bodytoflux with void.class,0
18602,1,"autowiredannotationbeanpostprocessor picks ""wrong"" constructor for kotlin class",0
18603,1,webclient doesn't reuse connections,0
18604,2,spring security . . .m jar is not on jcenter while pom is,0
18605,1,uricomponentsbuilder inconsistent encode/decode query params behavior,2
18606,1,inefficient equals logic in spring cache,0
18607,2,support non-standard classes in kotlin reflection discovery methods,0
18608,2,webflux support for http options not working,0
18609,1,dispatcherhandler no longer orders handlermapping beans,0
18610,1,pathmatchingresourcepatternresolver provides duplicate resources when using classpath* prefix combined with ant-style,0
18611,2,protobufhttpmessageconverter: json not written to response,0
18612,2,read spring.mvc.throw-exception-if-no-handler-found property,1
18613,1,resttemplate doesn't consistently tolerate unknown http status codes,1
18614,1,"""parameter metadata not available for the given statement"" sql exception after upgrading to spring . rc",0
18615,2,channelregistration.setinterceptors is misnamed,0
18616,1,abstractjackson decoder breaks custom deserializers,0
18617,2,getting 'connection closed prematurely' with webclient,0
18618,2,@bean method webmvcconfigurationsupport.mvcconversionservice called as a bean reference for type [org.springframework.format.support.formattingconversionservice],0
18619,2,databuffer should release manually when exception thrown,0
18620,2,jmsmessagingtemplate is not correctly configured,0
18621,1,inmemorywebsessionstore leaks memory,0
18622,2,taskexecutorregistration.gettaskexecutor() overrides executor properties of a provided threadpooltaskexecutor,0
18623,2,conflict between shallowetagheaderfilter and tomcats defaultservlet,2
18624,2,spring-jcl does not include exported packages of java commons logging,0
18625,2,migration from . to . gives error attempting to execute an operation on a closed entitymanager.,0
18626,1,multipart file upload: sometimes receiving empty files!,2
18627,1,httpentitymethodprocessor discards headers,0
18628,1,delegating file downloads sends incomplete chunks,0
18629,1,webclient: multipart post doesn't work,2
